datetime,location_id,location,latitude,longitude,sensor_id,pm25
2023-01-03T18:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-03T19:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,54.0
2023-01-03T19:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,54.0
2023-01-03T20:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,60.0
2023-01-03T20:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,60.0
2023-01-03T21:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,46.0
2023-01-03T21:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,46.0
2023-01-03T22:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-03T22:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-03T23:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,41.0
2023-01-03T23:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,41.0
2023-01-04T00:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-04T00:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-04T01:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,31.0
2023-01-04T01:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,31.0
2023-01-04T02:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-04T02:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-04T03:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-04T03:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-04T04:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,33.0
2023-01-04T04:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,33.0
2023-01-04T05:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-04T05:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-04T06:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-04T06:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-04T07:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-04T07:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-04T08:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,50.0
2023-01-04T08:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,50.0
2023-01-04T09:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-04T09:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-04T10:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-04T10:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-04T11:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-04T11:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-04T12:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,39.0
2023-01-04T12:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,39.0
2023-01-04T13:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,34.0
2023-01-04T13:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,34.0
2023-01-04T14:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,38.0
2023-01-04T14:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,38.0
2023-01-04T15:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-04T15:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-04T16:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,30.0
2023-01-04T16:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,30.0
2023-01-04T17:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-04T17:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-04T18:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-04T18:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-04T19:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,55.0
2023-01-04T19:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,55.0
2023-01-04T20:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,56.0
2023-01-04T20:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,56.0
2023-01-04T21:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,50.0
2023-01-04T21:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,50.0
2023-01-04T22:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,52.0
2023-01-04T22:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,52.0
2023-01-04T23:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,45.0
2023-01-04T23:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,45.0
2023-01-05T00:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,43.0
2023-01-05T00:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,43.0
2023-01-05T01:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,38.0
2023-01-05T01:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,38.0
2023-01-05T02:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-05T02:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-05T03:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-05T03:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,37.0
2023-01-05T04:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T04:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T05:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T05:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T06:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,39.0
2023-01-05T06:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,39.0
2023-01-05T07:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-05T07:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,40.0
2023-01-05T08:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,59.0
2023-01-05T08:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,59.0
2023-01-05T09:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,68.0
2023-01-05T09:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,68.0
2023-01-05T10:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,65.0
2023-01-05T10:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,65.0
2023-01-05T11:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,45.0
2023-01-05T11:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,45.0
2023-01-05T12:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-05T12:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-05T13:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T13:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T14:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,26.0
2023-01-05T14:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,26.0
2023-01-05T15:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,31.0
2023-01-05T15:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,31.0
2023-01-05T16:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-05T16:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-05T17:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,51.0
2023-01-05T17:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,51.0
2023-01-05T18:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T18:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-05T19:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-05T19:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-05T20:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-05T20:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-05T21:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-05T21:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,49.0
2023-01-05T22:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,35.0
2023-01-05T22:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,35.0
2023-01-05T23:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,33.0
2023-01-05T23:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,33.0
2023-01-06T00:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-06T00:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,32.0
2023-01-06T01:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T01:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T02:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-06T02:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-06T03:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-06T03:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-06T04:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T04:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T05:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-06T05:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-06T06:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T06:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T07:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T07:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T08:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,30.0
2023-01-06T08:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,30.0
2023-01-06T09:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T09:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T10:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T10:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,22.0
2023-01-06T11:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T11:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T12:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-06T12:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-06T13:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-06T13:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-06T14:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-06T14:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-06T15:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,11.0
2023-01-06T15:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,11.0
2023-01-06T16:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,14.0
2023-01-06T16:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,14.0
2023-01-06T17:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-06T17:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-06T18:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T18:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-06T19:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-06T19:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-06T20:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,43.0
2023-01-06T20:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,43.0
2023-01-06T21:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-06T21:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
2023-01-06T22:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T22:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,27.0
2023-01-06T23:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-06T23:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-07T00:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,12.0
2023-01-07T00:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,12.0
2023-01-07T01:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,8.0
2023-01-07T01:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,8.0
2023-01-07T02:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,6.0
2023-01-07T02:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,6.0
2023-01-07T03:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,8.0
2023-01-07T03:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,8.0
2023-01-07T04:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,6.0
2023-01-07T04:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,6.0
2023-01-07T05:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,14.0
2023-01-07T05:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,14.0
2023-01-07T06:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,11.0
2023-01-07T06:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,11.0
2023-01-07T07:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,15.0
2023-01-07T07:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,15.0
2023-01-07T08:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-07T08:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-07T09:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-07T09:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-07T10:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,16.0
2023-01-07T10:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,16.0
2023-01-07T11:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-07T11:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-07T12:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-07T12:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,21.0
2023-01-07T13:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-07T13:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-07T14:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-07T14:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,19.0
2023-01-07T15:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-07T15:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-07T16:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-07T16:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-07T17:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-07T17:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-07T18:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,34.0
2023-01-07T18:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,34.0
2023-01-07T19:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-07T19:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,29.0
2023-01-07T20:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,23.0
2023-01-07T20:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,23.0
2023-01-07T21:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-07T21:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,42.0
2023-01-07T22:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-07T22:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,25.0
2023-01-07T23:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,15.0
2023-01-07T23:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,15.0
2023-01-08T00:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-08T00:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,17.0
2023-01-08T01:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,16.0
2023-01-08T01:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,16.0
2023-01-08T02:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-08T02:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-08T03:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-08T03:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-08T04:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-08T04:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,18.0
2023-01-08T05:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-08T05:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,13.0
2023-01-08T06:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-08T06:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,20.0
2023-01-08T07:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-08T07:30:00+05:30,7802,Colombo,6.909445,79.875341,22655,24.0
2023-01-08T08:00:00+05:30,7802,Colombo,6.909445,79.875341,22655,36.0
